activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Ondernemend Nederland / Qredits inzake herstel MKB na coronacrisis,,2021-03-25,Den Haag,,NA,/actueel/agenda/2021/03/25/ondernemend-nederland---qredits-inzake-herstel-mkb-na-coronacrisis
Ondertekening Memorandum of Understanding Nederland-Denemarken,Carola Schouten,2021-03-25,Via communicatietechnologie,,Evenement,/actueel/agenda/2021/03/25/ondertekening-memorandum-of-understanding-nederland-denemarken
Masterclass Sociale innovatie tijdens OCW Kennisfestival,,2021-03-25,via communicatietechnologie,Minister Van Engelshoven is bij een masterclass Sociale Innovatie waar tevens wordt stilgestaan bij het afscheid van Prinses ...,NA,/actueel/agenda/2021/03/25/masterclass-sociale-innovatie-tijdens-ocw-kennisfestival
Cyber Security Raad,,2021-03-25,Den Haag,,NA,/actueel/agenda/2021/03/25/cyber-security-raad
Gesprek met Nationale Ombudsman,Hans Vijlbrief,2021-03-25,Via communicatietechnologie,Staatssecretaris Vijlbrief gaat in gesprek met de Nationale Ombudsman,Gesprek,/actueel/agenda/2021/03/25/gesprek-met-nationale-ombudsman
Werkbezoek aan Floattech,,2021-03-25,Hoofddorp,Werkbezoek aan Floattech; dit bedrijf maakt batterijen zodat schepen emissieloos kunnen varen.,NA,/actueel/agenda/2021/03/25/werkbezoek-aan-floattech
Start pilot Sneltesten Amsterdam,,2021-03-25,Amsterdam,"Minister Van Engelshoven geeft het startschot voor de pilot sneltesten in Amsterdam, een samenwerking tussen de VU, HVA het ROC ...",NA,/actueel/agenda/2021/03/25/start-pilot-sneltesten-amsterdam
Opening Week van het geld 2021,Wopke Hoekstra,2021-03-25,Den Haag,"Minister Hoekstra beantwoordt, samen met You Tuber Dylan Haegens, tijdens een online Kinderpersconferentie zoveel mogelijk vragen ...",Evenement,/actueel/agenda/2021/03/25/kinderpersconferentie-week-van-het-geld
Werkbezoek aan Catshuis,,2021-03-25,Den Haag,Staatssecretaris Knops brengt een werkbezoek aan het Catshuis in het kader van tijdelijke huisvesting ministerie van Algemene ...,NA,/actueel/agenda/2021/03/25/werkbezoek-aan-catshuis
Ministeriële Commissie COVID-19,"Sigrid Kaag, Wopke Hoekstra",2021-03-26,via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/03/26/ministeriele-commissie-covid-19
Werkbezoek aan Landelijke Eenheid Politie,,2021-03-26,Driebergen,,NA,/actueel/agenda/2021/03/26/werkbezoek-landelijke-eenheid-politie
Onderraden en ministeriële overleggen,,2021-03-26,Den Haag,,NA,/actueel/agenda/2021/03/26/onderraden-en-ministeriele-overleggen
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra, Hans Vijlbrief,",2021-03-26,Via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/03/26/ministerraad
Oudergesprekken,Alexandra van Huffelen,2021-03-26,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/03/26/werkbezoek-uitvoerings-en-herstelorganisatie-toeslagen-uht
Gesprek met gedupeerde ouders Kinderopvangtoeslag,"Mark Rutte, Wopke Hoekstra, Alexandra van Huffelen",2021-03-27,Den Haag,"Gesprek met gedupeerde ouders kinderopvangtoeslag, samen met minister Hoekstra en staatssecretaris Van Huffelen (Financiën).",Gesprek,/actueel/agenda/2021/03/27/gesprek-met-gedupeerde-ouders-kinderopvangtoeslag
Werkbezoek aan Hotelschool Den Haag en Hogeschool Rotterdam,,2021-03-29,via communicatietechnologie,,NA,/actueel/agenda/2021/03/29/werkbezoek-aan-hotelschool-den-haag-en-hogeschool-rotterdam
Studentenstedentour,,2021-03-29,Groningen,"Minister Van Engelshoven gaat samen met vertegenwoordigers van studentenorganisaties ISO, LSVb en LKVV op bezoek in Groningen in ...",NA,/actueel/agenda/2021/03/29/werkbezoek-studentenstedentour
Coalitieoverleg,Mark Rutte,2021-03-29,via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2021/03/29/coalitieoverleg
Gesprek met de Koning,Mark Rutte,2021-03-29,Via communicatietechnologie,Wekelijks gesprek met de Koning. ,Gesprek,/actueel/agenda/2021/03/29/gesprek-met-de-koning
Overleg toegangstesten,,2021-03-29,via communictietechnologie,"Minister Van Engelshoven spreekt de burgemeesters van Tilburg, Den Haag en Nijmegen over de verdeling van de capaciteit t.a.v. ...",NA,/actueel/agenda/2021/03/29/overleg-toegangstesten
Gesprek met MP Curaçao,,2021-03-29,Via communicatietechnologie,Staatssecretaris Knops heeft een gesprek met MP Ruggenaath van Curaçao.,NA,/actueel/agenda/2021/03/29/gesprek-met-mp-curacao
Gesprek met MP van Sint Maarten,,2021-03-29,Via communicatietechnologie,Staatssecretaris Knops heeft een gesprek met MP Jacobs van Sint Maarten.,NA,/actueel/agenda/2021/03/29/gesprek-met-mp-van-sint-maarten
Bewindsliedenoverleg toegangstesten,,2021-03-29,via communictietechnologie,,NA,/actueel/agenda/2021/03/29/bewindsliedenoverleg-toegangstesten
Werkbezoek Haagse buurt Moerwijk,,2021-03-29,Den Haag,Minister Dekker brengt een werkbezoek aan de Haagse buurt Moerwijk in het kader van de voedingsbodem voor ondermijning.,NA,/actueel/agenda/2021/03/29/werkbezoek-haagse-buurt-moerwijk
Digitaal werkbezoek Plastic Soup Surfer,,2021-03-29,Via communicatietechnologie,,NA,/actueel/agenda/2021/03/29/digitaal-werkbezoek-plastic-soup-surfer
Overleg met vertegenwoordigers Bankensector en MKB,,2021-03-29,via communictietechnologie,,Bestuurlijk overleg,/actueel/agenda/2021/03/29/overleg-met-vertegenwoordigers-bankensector-en-mkb
Gesprek met Ondernemend Nederland,Hans Vijlbrief,2021-03-29,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/03/29/gesprek-met-ondernemend-nederland
Gesprek met MP Aruba,,2021-03-29,Via communicatietechnologie,Staatssecretaris Knops heeft een gesprek met MP Wever-Croes van Aruba.,NA,/actueel/agenda/2021/03/29/gesprek-met-mp-aruba
Schoolbezoek SBO De Reis van Brandaan in het kader van E-waste race,,2021-03-29,Via communicatietechnologie,,NA,/actueel/agenda/2021/03/29/schoolbezoek-sbo-de-reis-van-brandaan
Digitaal werkbezoek aan de AGOG,,2021-03-29,Via communicatietechnologie,Minister Dekker neemt deel aan de groepssessie van de AGOG Amsterdam.,NA,/actueel/agenda/2021/03/29/digitaal-werkbezoek-aan-de-agog
Vervolgoverleg testen spoor 2,,2021-03-29,via communicatietechnologie,"Overleg met een vertegenwoordiging van VNO-NCW over de aanpak van testen in spoor 2, voor bedrijven en instellingen.",NA,/actueel/agenda/2021/03/29/vervolgoverleg-testen-spoor-2
Veiligheidsberaad,,2021-03-29,Den Haag,,NA,/actueel/agenda/2021/03/29/veiligheidsberaad
Opening webinar Kinderopvang,,2021-03-30,Via communicatietechnologie,"Minister Koolmees opent via een videoboodschap het webinar over corona en de maatregelen in de kinderopvang, georganiseerd door ...",NA,/actueel/agenda/2021/03/30/opening-webinar-kinderopvang
Gesprek met economen over coronabeleid,,2021-03-30,via communictietechnologie,Gesprek met economen over coronabeleid.,NA,/actueel/agenda/2021/03/30/gesprek-met-economen-over-coronabeleid
"Gesprek met Bee Foundation, PAN-Europe en Avaaz",Carola Schouten,2021-03-30,via communicatietechnologie,,Gesprek,/actueel/agenda/2021/03/30/gesprek-met-bee-foundation-pan-europe-en-avaaz
Gesprek met algemeen directeur VNO-NCW,Hans Vijlbrief,2021-03-30,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/03/30/gesprek-met-algemeen-directeur-vno-ncw
Plenaire behandeling wetsvoorstel Geweldsaanwending opsporingsambtenaar,,2021-03-30,Eerste Kamer,Minister Grapperhaus gaat in debat met de Eerste Kamer over het wetsvoorstel Geweldsaanwending opsporingsambtenaar.,NA,/actueel/agenda/2021/03/30/plenaire-behandeling-wetsvoorstel-geweldsaanwending-opsporingsambtenaar
Uitreiking van de Renew the Book Innovation Award,,2021-03-30,via communicatietechnologie,,NA,/actueel/agenda/2021/03/30/uitreiking-van-de-renew-the-book-innovation-award
Syrië-conferentie,Sigrid Kaag,2021-03-30,Den Haag,Minister Kaag neemt digitaal deel aan de jaarlijkse ministeriële conferentie over Syrië. ,Internationale bijeenkomst,/actueel/agenda/2021/03/30/syrie-conferentie
Onderraden en ministeriële overleggen,Mark Rutte,2021-03-30,via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/03/30/onderraden-en-ministeriele-overleggen
Gesprek met DNB-president,Mark Rutte,2021-03-30,Den Haag,Regulier gesprek met de president van De Nederlandsche Bank.,Bestuurlijk overleg,/actueel/agenda/2021/03/30/gesprek-met-dnb-president
Overleg MP en vice-MP's,Mark Rutte,2021-03-30,Den Haag,Regulier overleg tussen de minister-president en de vice-MP’s.,Bestuurlijk overleg,/actueel/agenda/2021/03/30/overleg-mp-en-vice-mps
D-ISIS Small Group Ministerial Meeting,,2021-03-30,via communicatietechnologie,,NA,/actueel/agenda/2021/03/30/d-isis-small-group-ministerial-meeting
Ministeriële Commissie COVID-19,"Sigrid Kaag, Alexandra van Huffelen,",2021-03-30,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/03/30/ministeriele-commissie-covid-19
Gesprek met voorzitter van de Nederlandse Vereniging van Banken (NVB),Hans Vijlbrief,2021-03-30,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/03/30/gesprek-met-voorzitter-van-de-nederlandse-vereniging-van-banken-nvb
Informele Transportraad,,2021-03-30,Via communicatietechnologie,,NA,/actueel/agenda/2021/03/30/informele-transportraad
Gesprek met economen over coronabeleid,,2021-03-30,via communictietechnologie,Gesprek met economen over coronabeleid.,NA,/actueel/agenda/2021/03/29/gesprek-met-economen-over-coronabeleid
Installatie Kamerleden,Carola Schouten,2021-03-31,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/03/31/installatie-kamerleden
Studentenstedentour,,2021-03-31,Maastricht,"Minister Van Engelshoven gaat samen met vertegenwoordigers van studentenorganisaties ISO, LSVb en LKVV op bezoek in Maastricht in ...",NA,/actueel/agenda/2021/03/31/studentenstedentour
Gesprek met kandidaat-burgemeesters,Kajsa Ollongren,2021-03-31,Via digitale communicatietechnologie,Minister Ollongren heeft een gesprek met kandidaat-burgemeesters.,Gesprek,/actueel/agenda/2021/03/31/gesprek-met-kandidaat-burgemeesters
Gesprek leerlingparticipatie primair onderwijs,,2021-03-31,Via communicatietechnologie,Minister Slob heeft een gesprek met vertegenwoordigers van LAKS en JOB over leerlingparticipatie in het primair onderwijs.,NA,/actueel/agenda/2021/03/31/gesprek-leerlingparticipatie-primair-onderwijs
Bewindspersonenoverleg routekaart en toegangstesten,,2021-03-31,via communicatietechnologie,"Minister Van Engelshoven, Minister De Jonge, Minister Van ’t Wout en Minister Grapperhaus overleggen over de routekaart richting ...",NA,/actueel/agenda/2021/03/31/bewindspersonenoverleg-routekaart-en-toegangstesten
Gesprek met voorzitter CvB van Zuyd Hogeschool,,2021-03-31,Maastricht,,NA,/actueel/agenda/2021/03/31/gesprek-met-voorzitter-cvb-van-zuyd-hogeschool
Lancering Taskforce Onze hulpverleners veilig,,2021-03-31,Zoetermeer,Minister Grapperhaus is aanwezig bij de lancering van de Taskforce Onze hulpverleners veilig.,NA,/actueel/agenda/2021/03/31/lancering-taskforce-onze-hulpverleners-veilig
Oudergesprekken,Alexandra van Huffelen,2021-03-31,Hilversum,Staatssecretaris Van Huffelen gaat in gesprek met gedupeerde ouders van de toeslagenaffaire. ,Gesprek,/actueel/agenda/2021/03/31/oudergesprekken
Werkbezoek school voor primair onderwijs,,2021-03-31,Elburg,Minister Slob brengt een werkbezoek aan een school voor primair onderwijs om met leerlingen en docenten te spreken over de impact ...,NA,/actueel/agenda/2021/03/31/werkbezoek-school-voor-primair-onderwijs
Bewindsliedenoverleg over Eurovisie Songfestival,,2021-03-31,via communicatietechnologie,"Minister Slob, minister De Jonge en minister Grapperhaus spreken over het Eurovisie Songfestival en de coronamaatregelen. ",NA,/actueel/agenda/2021/03/31/bewindsliedenoverleg-over-eurovisie-songfestival
Gesprek met vice-voorzitter Raad van State,,2021-03-31,via communicatietechnologie,Minister Van Engelshoven heeft een gesprek met de vice-voorzitter van de Raad van State over een tweetal verzoeken tot een ...,NA,/actueel/agenda/2021/03/31/gesprek-met-vice-voorzitter-raad-van-state
Werkbezoek Hulphonden Bultersmekke Assistancedogs,,2021-03-31,Kerkwijk,,NA,/actueel/agenda/2021/03/31/werkbezoek-hulphonden-bultersmekke-assistancedogs
Gesprek met directeur Boekverkopersbond,,2021-03-31,via communicatietechnologie,Minister Van Engelshoven voert een gesprek met de directeur van de Boekverkopersverbond over de effecten van de coronacrisis op ...,NA,/actueel/agenda/2021/03/31/gesprek-met-directeur-boekverkopersbond
Ontvangst ambassadeur China,Mark Rutte,2021-03-31,Den Haag,Kennismakingsgesprek met de ambassadeur van China.,Ontvangst,/actueel/agenda/2021/03/31/ontvangst-ambassadeur-china
Werkbezoek: het plaatsen van de laatste uilenrol en uilenpaal langs de A29,,2021-03-31,Oud-Beijerland,Werkbezoek: het plaatsen van de laatste uilenrol en uilenpaal langs de A29,NA,/actueel/agenda/2021/03/31/werkbezoek-uilenrol-en-uilenpaal-langs-de-a29
Digitale uitreikingsceremonie Roosevelt Four Freedoms Awards,,2021-03-31,Via communicatietechnologie,Staatssecretaris Broekers-Knol neemt deel aan de digitale uitreikingsceremonie van de uitgestelde Roosevelt Four Freedoms Awards.,NA,/actueel/agenda/2021/03/31/digitale-uitreikingsceremonie-roosevelt-four-freedoms-awards
Ontvangst president van het Internationaal Gerechtshof,,2021-03-31,Den Haag,,NA,/actueel/agenda/2021/03/31/ontvangst-president-van-het-internationaal-gerechtshof
Raisina Dialogue 2021 (India),,2021-03-31,via communicatietechnologie,,NA,/actueel/agenda/2021/03/31/raisina-dialogue-2021-india
Werkbezoek Schiphol,,2021-03-31,Via communicatietechnologie,,NA,/actueel/agenda/2021/03/31/werkbezoek-schiphol
Afscheid ANWB-hoofddirecteur Frits van Bruggen,,2021-03-31,Via communicatietechnologie,Webinar in het kader van het afscheid van ANWB-hoofddirecteur Frits van Bruggen .,NA,/actueel/agenda/2021/03/31/webinar-afscheid-anwb-hoofddirecteur
Jubileum ACVZ,,2021-04-01,Den Haag,Staatssecretaris Broekers-Knol geeft een toespraak bij het jubileum van ACVZ.,NA,/actueel/agenda/2021/04/01/jubileum-acvz
Bestuurlijk overleg Kinderopvangtoeslagenaffaire,,2021-04-01,Via communicatietechnologie,"Minister Koolmees en minister Dekker gaan in gesprek met minister Ollongren (BZK), staatssecretaris Van Huffelen (FIN) en de VNG ...",NA,/actueel/agenda/2021/04/01/bestuurlijk-overleg-kinderopvang-toeslagenaffaire
Ministeriële Commissie COVID-19,,2021-04-01,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/01/ministeriele-commissie-covid-19
Gesprek met MKB Nederland,Hans Vijlbrief,2021-04-01,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/01/gesprek-met-mkb-nederland
Ondertekening Convenant met Ouderenbonden,,2021-04-01,Den Haag,,NA,/actueel/agenda/2021/04/01/ondertekening-convenant-met-ouderenbonden
Ondertekening oprichtingsakte van Bonaire Brandstof Terminal (BBT),,2021-04-01,via communictietechnologie,,NA,/actueel/agenda/2021/04/01/ondertekening-oprichtingsakte-van-bonaire-brandstof-terminal
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2021-04-02,Via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/02/ministerraad
Bestuurlijk overleg met MBO Raad,,2021-04-02,via communicatietechnologie,,NA,/actueel/agenda/2021/04/02/bestuurlijk-overleg-met-mbo-raad
Werkbezoek Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-04-02,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/04/02/werkbezoek-uitvoerings--en-herstelorganisatie-toeslagen-uht
Veiligheidsberaad,"Mark Rutte, Sigrid Kaag",2021-04-06,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2021/04/06/veiligheidsberaad
Gesprek met Nederlandse aanklager in het Europees Openbaar Ministerie,,2021-04-06,via communictietechnologie,,NA,/actueel/agenda/2021/04/06/gesprek-met-nederlandse-aanklager-in-het-europees-openbaar-ministerie
Werkbezoek Upcycle Centre Almere,,2021-04-06,via communicatietechnologie,,NA,/actueel/agenda/2021/04/06/werkbezoek-upcycle-centre-almere
Onderraden en ministeriële overleggen,"Mark Rutte, Kajsa Ollongren, Alexandra van Huffelen",2021-04-06,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/06/onderraden-en-ministeriele-overleggen
Overleg MP en vice-MP's,Mark Rutte,2021-04-06,Den Haag,Regulier overleg tussen de minister-president en de vice-MP’s.,Bestuurlijk overleg,/actueel/agenda/2021/04/06/overleg-mp-en-vice-mps
Debat over  Koninkrijksrelaties,,2021-04-06,Eerste Kamer,,NA,/actueel/agenda/2021/04/06/debat-over-koninkrijksrelaties
Vragenuur en stemmingen,"Carola Schouten,",2021-04-06,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/06/vragenuur-en-stemmingen
Ontvangst ambassadeur Suriname,Mark Rutte,2021-04-06,Den Haag,"Ontvangst van de ambassadeur van Suriname, de heer Khargi.",Ontvangst,/actueel/agenda/2021/04/06/ontvangst-ambassadeur-suriname
Brainstormsessie arbeidsmarkt en Jeugd,,2021-04-06,Via communicatietechnologie,Staatssecretaris Blokhuis woont samen met minister Koolmees en minister Van Engelshoven een brainstromsessie over arbeidsmarkt en ...,Gesprek,/actueel/agenda/2021/04/06/brainstormsessie-arbeidsmarkt-en-jeugd
Mondelinge vraag,,2021-04-06,Den Haag,Minister Koolmees beantwoord en mondelinge vraag van het Tweede Kamerlid Van Kent (SP).,NA,/actueel/agenda/2021/04/06/mondelinge-vraag
Werkbezoek circulaire initiatieven beddenfabrikant Auping,,2021-04-06,via communicatietechnologie,,NA,/actueel/agenda/2021/04/06/werkbezoek-circulaire-initiatieven-beddenfabrikant-auping
Ministeriële Commissie  COVID-19,"Sigrid Kaag, Wopke Hoekstra, Alexandra van Huffelen,",2021-04-06,Via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/06/ministeriele-commissie-covid-19
Gesprek met Hoofd Regioburgemeesters,,2021-04-07,Den Haag,,NA,/actueel/agenda/2021/04/07/gesprek-met-hoofd-regioburgemeesters
G20,Wopke Hoekstra,2021-04-07,Via communicatietechnologie,Minister Hoekstra vertegenwoordigt Nederland bij de G20-bijeenkomst voor ministers van Financiën.,Internationale bijeenkomst,/actueel/agenda/2021/04/07/g20
"Gesprek met VNG, IPO en Unie van Waterschappen",Kajsa Ollongren,2021-04-07,Via communicatietechnologie,"Minister Ollongren heeft een gesprek met VNG, IPO en Unie van Waterschappen, met de staatssecretaris van Financiën.",Gesprek,/actueel/agenda/2021/04/07/gesprek-met-vng-ipo-en-unie-van-waterschappen
Gesprek met CEO Easy Jet,,2021-04-07,via communicatietechnologie,,NA,/actueel/agenda/2021/04/07/gesprek-met-ceo-easy-jet
Opening TOELT-seminar,,2021-04-07,Den Haag,Staatssecretaris Broekers-Knol opent de TOELT-seminar over het ACVZ rapport ‘Wegen en weten’ met een welkomstwoord.,NA,/actueel/agenda/2021/04/07/opening-toelt-seminar
Gesprek met Duitse Staatssecretaris Ministerie van Economische Zaken en Energie,,2021-04-07,via communicatietechnologie,,NA,/actueel/agenda/2021/04/07/gesprek-met-duitse-staatssecretaris-ministerie-van-economische-zaken-en-energie
Debat verkiezing en stemming nieuwe voorzitter Tweede Kamer,,2021-04-07,Tweede Kamer,,NA,/actueel/agenda/2021/04/07/debat-verkiezing-en-stemming-nieuwe-voorzitter-tweede-kamer
Overleg met Stuurgroep Water,,2021-04-07,via communicatietechnologie,"Minister Van Nieuwenhuizen heeft een overleg met bestuurders van de Waterschappen, Provincies, Gemeenten en Drinkwaterbedrijven.",NA,/actueel/agenda/2021/04/07/overleg-met-stuurgroep-water
Werkbezoek Overijssel,,2021-04-07,Overijssel,Minister Dekker brengt een werkbezoek aan Overijssel in het kader van geweld tegen hulpverleners.,NA,/actueel/agenda/2021/04/07/werkbezoek-overijssel
Gesprek met voorzitter FNV,Mark Rutte,2021-04-07,Den Haag,"Gesprek met de voorzitter van de FNV, de heer Elzinga.",Gesprek,/actueel/agenda/2021/04/07/gesprek-met-voorzitter-fnv
Werkbezoek Ter Apel,,2021-04-07,via communicatietechnologie,,NA,/actueel/agenda/2021/04/07/werkbezoek-ter-apel
Gesprek met delegatie Nederlands-Israëlitisch Kerkgenootschap,,2021-04-07,via communicatietechnologie,,NA,/actueel/agenda/2021/04/07/gesprek-met-delegatie-van-het-nik
Kick-off IE bewustwordingscampagne MKB,,2021-04-07,Den Haag,,NA,/actueel/agenda/2021/04/07/kick-off-ie-bewustwordingscampagne-mkb
Bestuurlijk overleg gemeenten,Hans Vijlbrief,2021-04-07,Via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2021/04/07/bestuurlijk-overleg-gemeenten
In ontvangst name position paper van legaalrijden.nl,,2021-04-07,via communicatietechnologie,,NA,/actueel/agenda/2021/04/07/in-ontvangst-name-position-paper-van-legaalrijden.nl
Bestuurlijk met vertegenwoordigers mbo en hoger onderwijs,,2021-04-07,via communicatietechnologie,"Minister Van Engelshoven spreekt vertegenwoordigers van de onderwijskoepels (VH, VSNU, NRTO, NFU en MBO Raad) en ...",NA,/actueel/agenda/2021/04/07/bestuurlijk-met-vertegenwoordigers-mbo-en-hoger-onderwijs
Werkbezoek Suriname,,2021-04-07,Parimaribo,"Minister Bijleveld heeft een ontmoeting met de Surinaamse president, de minister van defensie en de Surinaamse legerleiding.",NA,/actueel/agenda/2021/04/07/werkbezoek-suriname
Oudergesprekken,Alexandra van Huffelen,2021-04-07,Rotterdam,,Gesprek,/actueel/agenda/2021/04/07/oudergesprekken
Gesprek met de Koninklijke Horeca Nederland (KHN),Hans Vijlbrief,2021-04-07,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/07/gesprek-met-de-koninklijke-horeca-nederland-khn
Bewindspersonenoverleg,,2021-04-08,via communicatietechnologie,"Minister Grapperhaus heeft een bewindspersonenoverleg met minister De Jonge (VWS), minister Van Nieuwenhuizen (IenW), minister ...",NA,/actueel/agenda/2021/04/08/bewindspersonenoverleg
Gesprek met VNO-NCW,,2021-04-08,via communicatietechnologie,,NA,/actueel/agenda/2021/04/08/gesprek-met-vno-ncw
Werkbezoek Prorail,,2021-04-08,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/08/werkbezoek-prorail
Rondetafelgesprek Participatiewet,,2021-04-08,Digitaal,"Minister Koolmees neemt deel aan het rondetafelgesprek met bestuurders, gemeenten en de VNG over de Participatiewet.",NA,/actueel/agenda/2021/04/08/rondetafelgesprek-participatiewet
Bewindsliedenoverleg over corona-toegangstesten,,2021-04-08,via communicatietechnologie,"Minister Van Engelshoven, minister De Jonge, minister Van ’t Wout, staatssecretaris Keijzer, minister Grapperhaus en minister Van ...",NA,/actueel/agenda/2021/04/08/bewindspersonenoverleg-toegangstesten
Gesprek Kinderopvang,,2021-04-08,Digitaal,Minister Koolmees gaat in gesprek met de kinderopvangsector en FNV  over de Corona maatregelen en de tegemoetkoming.,NA,/actueel/agenda/2021/04/08/gesprek-kinderopvang
Bestuurlijk overleg Kinderopvang-toeslagenaffaire,,2021-04-08,Digitaal,"Minister Koolmees gaat in gesprek met minister Ollongren (BZK), staatssecretaris Van Huffelen (FIN) en de VNG over de ...",NA,/actueel/agenda/2021/04/08/bestuurlijk-overleg-kinderopvang-toeslagenaffaire
Innovatie Expo 2021,Carola Schouten,2021-04-08,Zaandam,,Evenement,/actueel/agenda/2021/04/08/virtuele-innovatie-expo-2021
Gesprek met vertrekkend voorzitter Nederlandse Organisatie Wetenschappelijk Onderzoek,,2021-04-08,via communicatietechnologie,,NA,/actueel/agenda/2021/04/08/gesprek-met-vertrekkend-voorzitter-nederlandse-organisatie-wetenschappelijk-onderzoek
Gesprek met voorzitter expertgroep zoönosen,Carola Schouten,2021-04-08,via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/08/gesprek-met-voorzitter-expertgroep-zoonosen
Collegetour,,2021-04-08,via communicatietechnologie,Minister Van Engelshoven is bij het college van deelnemers aan het afstudeerproject Future Proof Financial aan de Hogeschool ...,NA,/actueel/agenda/2021/04/08/collegetour
Bestuurlijk overleg met MBO Raad,,2021-04-08,via communicatietechnologie,,NA,/actueel/agenda/2021/04/08/bestuurlijk-overleg-met-mbo-raad
Bezoek aan de Douane,Alexandra van Huffelen,2021-04-08,Vlissingen,,Werkbezoek,/actueel/agenda/2021/04/08/bezoek-aan-de-douane
Digitaal deelnemen aan de Innovatie Expo,,2021-04-08,Via digitale communicatietechnologie,Digitaal deelnemen aan een werksessie over de slimme stad tijdens de Innovatie Expo.,NA,/actueel/agenda/2021/04/08/digitaal-deelnemen-aan-de-innovatie-expo
Overleg grootwinkelbedrijf en ketens,,2021-04-08,via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2021/04/08/overleg-grootwinkelbedrijf-en-ketens
Werkbezoek NCSC,,2021-04-08,Den Haag,Minister Grapperhaus brengt een werkbezoek aan het Nationaal Cyber Security Centrum (NCSC).,NA,/actueel/agenda/2021/04/08/werkbezoek-ncsc
Gesprek met president-directeur KLM,Mark Rutte,2021-04-08,Den Haag,,Gesprek,/actueel/agenda/2021/04/08/gesprek-met-president-directeur-klm
Gesprek met de burgemeester van Den Haag,,2021-04-08,Den Haag,Staatssecretaris Knops heeft een gesprek met de burgemeester van Den Haag.,NA,/actueel/agenda/2021/04/08/gesprek-met-de-burgemeester-van-den-haag
Bezoek aan Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-04-09,Via digitale communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/04/09/bezoek-aan-uitvoerings--en-herstelorganisatie-toeslagen-uht
Voorjaarsvergadering Wereldbank,Sigrid Kaag,2021-04-09,Via communicatietechnologie,Minister Kaag neemt deel aan de vergadering van het Development Committee van de Wereldbank.,Internationale bijeenkomst,/actueel/agenda/2021/04/09/voorjaarsvergadering-wereldbank
Werkbezoek in het kader van toegangstesten in de cultuursector,,2021-04-09,Naarden,Minister Van Engelshoven is in Naarden bij de Grote Kerk en bij het Vestingmuseum in het kader van de openstelling van deze ...,NA,/actueel/agenda/2021/04/09/werkbezoek-toegangstesten-in-de-cultuursector
Gesprek met minister van Justitie Albanië,,2021-04-09,via communicatietechnologie,,NA,/actueel/agenda/2021/04/09/gesprek-met-minister-van-justitie-albanie
Gesprek met minister-president Modi,Mark Rutte,2021-04-09,Via communicatietechnologie,Minister-president Rutte heeft een gesprek met minister-president Modi in het kader van de virtuele top tussen India en Nederland.,Internationale bijeenkomst,/actueel/agenda/2021/04/09/gesprek-met-minister-president-modi
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2021-04-09,Via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/09/ministerraad
IMF Kiesgroepoverleg,Wopke Hoekstra,2021-04-09,Via communicatietechnologie,Minister Hoekstra vertegenwoordigt Nederland bij de kiesgroepvergadering van het Internationaal Monetair Fonds (IMF).,Internationale bijeenkomst,/actueel/agenda/2021/04/09/imf-kiesgroep-overleg
