activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Informele Ecofinraad,Sigrid Kaag,2022-09-10,Praag,Minister Kaag vertegenwoordigt Nederland bij de bijeenkomst van de ministers van Financiën van de 27 EU-lidstaten.,Internationale bijeenkomst,/actueel/agenda/2022/09/10/informele-ecofinraad
Gesprek met NJR en MIND US,Maarten van Ooijen,2022-09-12,Den Haag,Staatssecretaris Maarten van Ooijen heeft een gesprek met de NJR en MIND US    ,Gesprek,/actueel/agenda/2022/09/12/gesprek-met-njr-en-mind-us
Lancering campagne Zwerfafval,Vivianne Heijnen,2022-09-12,Den Haag,,Evenement,/actueel/agenda/2022/09/12/lancering-campagne-zwerfafval
Werkbezoek aan Nuffic,Robbert Dijkgraaf,2022-09-12,Den Haag,Minister Dijkgraaf brengt een werkbezoek aan Nuffic.,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-nuffic
Werkbezoek Leyden Academy bij Vita Zorggroep,Conny Helder,2022-09-12,Rijen,WerkbezoekLeyden Academy bij Vita Zorggroep In het kader van Leefplezierplan.,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-leyden-academy
Werkbezoek tijdelijke noodopvanglocatie Zoutkamp,Kajsa Ollongren,2022-09-12,Zoutkamp,Minister Ollongren brengt een werkbezoek aan tijdelijke noodopvanglocatie Zoutkamp.,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-tijdelijke-noodopvanglocatie-zoutkamp
Gesprek met Ernst Hirsch Ballin,Franc Weerwind,2022-09-12,Den Haag,Minister Weerwind spreekt met de heer Ernst Hirsch Ballin.,Gesprek,/actueel/agenda/2022/09/12/gesprek-met-ernst-hirsch-ballin
Gesprek met Constantijn van Oranje (TechLeap),Ernst Kuipers,2022-09-12,Den Haag,Minister Ernst Kuipers maakt kennis met Techleap en Constantijn van Oranje.,Gesprek,/actueel/agenda/2022/09/12/gesprek-met-techleap
Werkbezoek Apeldoorn en Provincietour,Christianne van der Wal-Zeggelink,2022-09-12,Apeldoorn,,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-apeldoorn-en-provincietour
Werkbezoek rechtbank Rotterdam,Franc Weerwind,2022-09-12,Rotterdam,Minister Weerwind brengt een bezoek aan de rechtbank in Rotterdam.,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-rechtbank
Werkbezoek Stedelijk College Eindhoven,,2022-09-12,Eindhoven,Minister Wiersma gaat op werkbezoek naar het Stedelijk College in Eindhoven over praktijkgerichte programma’s en de nieuwe ...,NA,/actueel/agenda/2022/09/12/werkbezoek-stedelijk-college-eindhoven
Werkbezoek Logistieke Alliantie,Mark Harbers,2022-09-12,Alphen aan den Rijn,"Tijdens het werkbezoek geven vertegenwoordigers uit het bedrijfsleven, de achterban van de Logistieke Alliantie, een toelichting ...",Werkbezoek,/actueel/agenda/2022/09/12/logistieke-alliantie
Gastcollege over digitalisering,Alexandra van Huffelen,2022-09-12,Den Haag,Staatssecretaris Van Huffelen geeft een gastcollege over digitalisering voor de campus Den Haag / Universiteit Leiden.,Evenement,/actueel/agenda/2022/09/12/gastcollege-over-digitalisering
Werkbezoek aan Coevorden,Hugo de Jonge,2022-09-12,Coevorden,Ministers De Jonge brengt een werkbezoek aan Coevorden in het kader de versnellingsopgave in de bouw.  ,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-aan-coevorden
Werkbezoek UNed,"Mark Harbers, Hugo de Jonge",2022-09-12,Utrecht,Ministers De Jonge en Harbers brengen een werkbezoek aan UNed ikv verstedelijkings- & bereikbaarheidsopgaven in de regio ...,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-uned
Werkbezoek Gastvrij Nederland en taskforce Gasvrijheidssector,Micky Adriaansens,2022-09-12,Leiden,,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-gastvrij-nederland-en-taskforce-gasvrijheidssector
Werkbezoek Evofenedex,Aukje de Vries,2022-09-12,Rotterdam,,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-evofenedex
HJ Schoo-Lezing,Dilan Yeşilgöz-Zegerius,2022-09-12,Amsterdam,Minister Yeşilgöz-Zegerius houdt een toespraak tijdens de HJ Schoo-Lezing.,Evenement,/actueel/agenda/2022/09/12/hj-schoo-lezing
Extra Veiligheidsberaad,"Hanke Bruins Slot, Eric van der Burg",2022-09-12,Den Haag/ via communicatietechnologie,Minister Bruins Slot en staatssecretaris Van der Burg nemen aan het Extra Veiligheidsberaad. ,Gesprek,/actueel/agenda/2022/09/12/extra-veiligheidsberaad
Voorbereidend wetgevingsoverleg WTP,Carola Schouten,2022-09-12,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/09/12/voorbereidend-wetgevingsoverleg-wtp
Dinerbijeenkomst verzorgd door de Cork Chamber of Commerce,Rob Jetten,2022-09-12,"Cork, Ierland",,Internationale bijeenkomst,/actueel/agenda/2022/09/12/dinerbijeenkomst-verzorgd-door-de-cork-chamber-of-commerce
Bestuurlijk overleg College gemeente Noordoostpolder,Eric van der Burg,2022-09-12,Emmeloord,Staatssecretaris Van der Burg is aanwezig bij het bestuurlijk overleg met college gemeente Noordoostpolder.,Bestuurlijk overleg,/actueel/agenda/2022/09/12/bestuurlijk-overleg-college-gemeente-noordoostpolder
Wetgevingsoverleg Financiële Steun Oekraïne via IMF,Sigrid Kaag,2022-09-12,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/12/wetgevingsoverleg-financiele-steun-oekraine-via-imf
EU Heads of Mission,Wopke Hoekstra,2022-09-12,Den Haag,Minister Hoekstra neemt deel aan de EU Heads of Mission bijeenkomst en geeft een speech.,Evenement,/actueel/agenda/2022/09/12/eu-heads-of-mission
"Verdiepingssessie Toegankelijke, hoogwaardige en innovatieve dienstverlening",Alexandra van Huffelen,2022-09-12,Den Haag,"Staatssecretaris Van Huffelen heeft een verdiepingssessie Toegankelijke, hoogwaardige en innovatieve dienstverlening ...",Gesprek,/actueel/agenda/2022/09/12/verdiepingssessie-toegankelijke-hoogwaardige-en-innovatieve-dienstverlening
Videoboodschappen voor LLO-festival en Jubileumcongres Asbestslachtoffers Vereniging Nederland,Karien van Gennip,2022-09-12,Den Haag,,Evenement,/actueel/agenda/2022/09/12/videoboodschappen-voor-llo-festival-en-jubileumcongres-asbestslachtoffers-vereniging-nederland
NSEC Ministeriele bijeenkomst en Handelsmissie Wind op Zee,Rob Jetten,2022-09-12,"Dublin en Cork, Ierland",,Internationale bijeenkomst,/actueel/agenda/2022/09/12/nsec-ministeriele-bijeenkomst-en-handelsmissie-wind-op-zee
Gesprek met Bernard ter Haar,Hanke Bruins Slot,2022-09-12,Den Haag,Minister Bruins Slot heeft een gesprek met Bernard ter Haar over zijn geleerde lessen tijdens zijn carrière bij de Rijksoverheid.,Gesprek,/actueel/agenda/2022/09/12/gesprek-met-bernard-ter-haar
Vervolgoverleg met de verbinder Dorpenaanpak over versterkingsopgave,Hans Vijlbrief,2022-09-12,Den Haag,,Gesprek,/actueel/agenda/2022/09/12/vervolgoverleg-met-de-verbinder-dorpenaanpak-over-versterkingsopgave
Kennismakingsgesprek met nieuwe voorzitter Raad van Bestuur TNO,Micky Adriaansens,2022-09-12,Den Haag,,Gesprek,/actueel/agenda/2022/09/12/kennismakingsgesprek-met-nieuwe-voorzitter-raad-van-bestuur-tno
Werkbezoek ROC Midden Nederland,Robbert Dijkgraaf,2022-09-12,Nieuwegein,Minister Dijkgraaf brengt een werkbezoek aan het ROC Midden Nederland.,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-roc-midden-nederland
Verdiepingssessie Publieke waarden borgen,Alexandra van Huffelen,2022-09-12,Den Haag,"Staatssecretaris van Huffelen heeft een verdiepingssessie Publieke waarden borgen met: JenV, EZK, OCW, Rathenau Instituut, SIDN, ...",Gesprek,/actueel/agenda/2022/09/12/verdiepingssessie-publieke-waarden-borgen
Commissiedebat Nota Deelnemingenbeleid,Sigrid Kaag,2022-09-12,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/12/commissiedebat-nota-deelnemingenbeleid
Bijeenkomst ‘Doortrappen’,Mark Harbers,2022-09-12,Wilnis,Gedurende de Doortrapdag worden ouderen met praktische tips op weg geholpen om hun eigen fietsgedrag veiliger te maken. Tijdens ...,Werkbezoek,/actueel/agenda/2022/09/12/bijeenkomst-doortrappen
Werkbezoek 1Overheid,Alexandra van Huffelen,2022-09-12,Den Haag,Staatssecretaris Van Huffelen brengt in het kader van het programma 1Overheid een werkbezoek aan Nederland Wereldwijd (NWW).,Werkbezoek,/actueel/agenda/2022/09/12/werkbezoek-1overheid
Bezoek Suriname,"Mark Rutte, Liesje Schreinemacher",2022-09-12,Suriname,Minister-president Rutte en minister Schreinemacher bezoeken Suriname. Het bezoek staat in het teken van het versterken en ...,Werkbezoek,/actueel/agenda/2022/09/12/bezoek-suriname
Gesprek met kandidaat burgemeester,Hanke Bruins Slot,2022-09-12,Den Haag,Minister Bruins Slot heeft een gesprek met een kandidaat burgemeester.,Gesprek,/actueel/agenda/2022/09/12/gesprek-met-kandidaat-burgemeester
Kennismaken met burgemeester Breda,Christophe van der Maat,2022-09-13,Breda,Staatssecretaris Van der Maat heeft een kennismakingsgesprek met de burgemeester van Breda. Onderwerp van gesprek is het ...,Gesprek,/actueel/agenda/2022/09/13/kennismaken-met-burgemeester-breda
In ontvangst name Jongeren Miljoenennota,Sigrid Kaag,2022-09-13,Den Haag,Minister Kaag neemt de Jongeren Miljoenennota in ontvangst uit handen van 20 studenten van het Axia College in Amersfoort.,Evenement,/actueel/agenda/2022/09/13/in-ontvangst-name-jongeren-miljoenennota
Onderraden en ministeriële overleggen,"Sigrid Kaag, Wopke Hoekstra, Carola Schouten, Hanke Bruins Slot, Robbert Dijkgraaf, Kajsa Ollongren, Mark Harbers, Micky Adriaansens, Hugo de Jonge, Christianne van der Wal-Zeggelink, Conny Helder, Eric van der Burg, Alexandra van Huffelen, Marnix van Rij, Christophe van der Maat, Hans Vijlbrief, Maarten van Ooijen",2022-09-13,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/13/onderraden-en-ministeriele-overleggen
Joint Declaration of Intent Rail Freight,Vivianne Heijnen,2022-09-13,Via communicatietechnologie,"Staatssecretaris Heijnen heeft een gesprek met Duitse State secretary for Transport, de heer Theurer en tekent samen het Joint ...",Evenement,/actueel/agenda/2022/09/13/joint-declaration-of-intent-rail-freight
"Commissiedebat Vergunningen, toezicht en handhaving",Vivianne Heijnen,2022-09-13,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/13/commissiedebat-vergunningen-toezicht-en-handhaving
Commissiedebat Mestbeleid,Carola Schouten,2022-09-13,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/13/commissiedebat-mestbeleid
Werkbezoek aan opvanglocaties Marnewaard en Zuidbroek,Eric van der Burg,2022-09-13,Marnewaard/Zuidbroek,Staatssecretaris Van der Burg brengt een bezoek aan de opvanglocaties Marnewaard en Zuidbroek.,Werkbezoek,/actueel/agenda/2022/09/13/werkbezoek-aan-opvanglocaties-marnewaard-en-zuidbroek
Mondeling overleg met commissie EZK Eerste Kamer,Hans Vijlbrief,2022-09-13,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/13/mondeling-overleg-met-commissie-ezk-eerste-kamer
Gesprek met Belgische minister van Binnenlandse Zaken,Dilan Yeşilgöz-Zegerius,2022-09-13,Den Haag,"Minister Yeşilgöz-Zegerius gaat in gesprek met Annelies Verlinden, de Belgische minister van Binnenlandse Zaken in het kader van ...",Gesprek,/actueel/agenda/2022/09/13/gesprek-met-belgische-minister-van-binnenlandse-zaken
Verdiepingssessie Regie op gegevens,Alexandra van Huffelen,2022-09-13,Den Haag,"Staatssecretaris Van Huffelen heeft een verdiepingssessie Regie op gegevens met: KNB, Waag, Bits of Freedom, SIDN, Kafkabrigade, ...",Gesprek,/actueel/agenda/2022/09/13/verdiepingssessie-regie-op-gegevens
Gesprekken minister Weerwind,Franc Weerwind,2022-09-13,Den Haag,Minister Weerwind spreekt met: Tweede Kamerlid Omtzigt (Omtzigt) Tweede Kamerlid Ellian (VVD),Gesprek,/actueel/agenda/2022/09/13/gesprekken-minister-weerwind
Gesprek met 4TU Federation,Alexandra van Huffelen,2022-09-13,Den Haag,Staatssecretaris Van Huffelen heeft een kennismakingsgesprek met de heer Subramaniam en mevr. Dohmen van 4TU Federation.,Gesprek,/actueel/agenda/2022/09/13/gesprek-met-4tu-federation
Debat over Uitvoeringswet Kiescollege,Hanke Bruins Slot,2022-09-13,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/09/13/debat-over-uitvoeringswet-kiescollege
Verdiepingssessie Desinformatie bestrijden,Alexandra van Huffelen,2022-09-13,Den Haag,"Staatssecretaris Van Huffelen heeft een verdiepingssessie Desinformatie bestrijden met: Universiteit van Amsterdam, Rathenau ...",Gesprek,/actueel/agenda/2022/09/13/verdiepingssessie-desinformatie-bestrijden
Herdenking Tweede Kamer naar aanleiding van overlijden koningin Elizabeth II,Sigrid Kaag,2022-09-13,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/09/13/herdenking-tweede-kamer-naar-aanleiding-van-overlijden-koningin-elizabeth-ii
Herdenking Eerste Kamer naar aanleiding van overlijden koningin Elizabeth II,Sigrid Kaag,2022-09-13,Eerste Kamer,,Kamervergadering,/actueel/agenda/2022/09/13/herdenking-naar-aanleiding-van-het-overlijden-van-koningin-elizabeth-ii
Afscheid Directeur-Generaal Koninkrijksrelaties,"Hanke Bruins Slot, Alexandra van Huffelen",2022-09-13,Den Haag,"Minister Bruins Slot is aanwezig bij het afscheid van de Directeur-Generaal Koninkrijksrelaties van het ministerie van BZK, de ...",Evenement,/actueel/agenda/2022/09/13/afscheid-directeur-generaal-koninkrijksrelaties
Lunchbijeenkomst met Ierse en Nederlandse zakenpartners in het kader van de handelsmissie Wind op Zee,Rob Jetten,2022-09-13,"Cork, Ierland",,Internationale bijeenkomst,/actueel/agenda/2022/09/13/lunchbijeenkomst-met-ierse-en-nederlandse-zakenpartners
Vragenuur,Carola Schouten,2022-09-13,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/13/vragenuurtje
Verdiepingssessie Privacy borgen door dataminimalisatie en transparantie,Alexandra van Huffelen,2022-09-13,Den Haag,Staatssecretaris Van Huffelen heeft een Verdiepingssessie Privacy borgen door dataminimalisatie en transparantie met: Privacy ...,Gesprek,/actueel/agenda/2022/09/14/verdiepingssessie-privacy-borgen-door-dataminimalisatie-en-transparantie
Gesprek met Vaste Kamercommissies KR van de Eerste Kamer en Tweede Kamer,Alexandra van Huffelen,2022-09-13,Den Haag,Staatssecretaris Van Huffelen heeft een informeel gesprek met de Vaste Kamercommissies KR van de Eerste Kamer en Tweede Kamer.,Gesprek,/actueel/agenda/2022/09/13/gesprek-met-vaste-kamercommissies-kr-van-de-eerste-kamer-en-tweede-kamer
Werkbezoek aan Tilburg,Hugo de Jonge,2022-09-13,Tilburg,Minister De Jonge brengt een werkbezoek aan Tilburg ikv Nationaal Programma Leefbaarheid en Veiligheid.,Werkbezoek,/actueel/agenda/2022/09/13/werkbezoek-aan-tilburg
Gesprek met Franse collega Agnès Pannier-Runacher,Hugo de Jonge,2022-09-13,Via communicatietechnologie,Minister De Jonge heeft een gesprek met zijn Franse collega Agnès Pannier-Runacher over de EPBD-onderhandelingen.,Gesprek,/actueel/agenda/2022/09/13/gesprek-met-franse-collega-agnes-pannier-runacher
Gesprek met de heer Kuijken,Hugo de Jonge,2022-09-13,Den Haag,Minister De Jonge heeft een gesprek met de heer Kuijken over Gnephoek.,Gesprek,/actueel/agenda/2022/09/13/gesprek-met-de-heer-kuijken
Bewindspersonenoverleg Defensie Industrie Strategie,"Kajsa Ollongren, Christophe van der Maat",2022-09-14,Den Haag,Staatssecretaris Van der Maat neemt deel aan het overleg met minister Ollongren en minister Adriaansens over de Defensie ...,Gesprek,/actueel/agenda/2022/09/14/bewindspersonenoverleg-defensie-industrie-strategie
Commissiedebat Defensienota,Christophe van der Maat,2022-09-14,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-defensienota
Kennismaking algemeen voorzitter RJS,Maarten van Ooijen,2022-09-14,Den Haag, Staatssecretaris Maarten van Ooijen maakt kennis met de algemeen voorzitter van de Raad voor Strafrechtstoepassing en ...,Gesprek,/actueel/agenda/2022/09/14/kennismaking-algemeen-voorzitter-rjs
Werkbezoek over alternatieven voor residentiele zorg,Maarten van Ooijen,2022-09-14,De Glind, Staatssecretaris Maarten van Ooijen brengt  een werkbezoek over alternatieven voor residentiele zorg.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-alternatieven-voor-residentiele-zorg
Commissiedebat OV en Taxi,Vivianne Heijnen,2022-09-14,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-ov-en-taxi
Tweeminutendebat,"Mark Harbers, Vivianne Heijnen",2022-09-14,Den Haag,Tweeminutendebat Emmissienormen vrachtvervoer Tweeminutendebat MIRT (met minister Harbers),Kamervergadering,/actueel/agenda/2022/09/14/tweeminutendebat
Kennismaking gedeputeerde Groningen,Vivianne Heijnen,2022-09-14,Den Haag,Kennismaking de heer Rijzebol (gedeputeerde Groningen).,Gesprek,/actueel/agenda/2022/09/14/kennismaking-gedeputeerde-groningen
Ondertekening overeenkomst RE 13 verbinding Eindhoven en Dusseldörf,Vivianne Heijnen,2022-09-14,via communicatietechnologie,,Evenement,/actueel/agenda/2022/09/14/ondertekening-overeenkomst-re-13
Gesprek met Eilandbestuur Saba over verduurzaming energievoorziening,Rob Jetten,2022-09-14,Den Haag,,Gesprek,/actueel/agenda/2022/09/14/gesprek-met-eilandbestuur-saba-over-verduurzaming-energievoorziening
"Vervolg coalitieoverleg over WTP met VVD, CDA, D66, CU",Carola Schouten,2022-09-14,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/09/14/vervolg-coalitieoverleg-over-wtp-met-vvd-cda-d66-cu
Commissiedebat Ruimtelijke Ordening,Hugo de Jonge,2022-09-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-ruimtelijke-ordening
Werkbezoek Budel,Eric van der Burg,2022-09-14,Budel,Staatssecretaris Van der Burg brengt een bezoek aan de gemeente Budel.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-budel
Regulier overleg Raad van State,Sigrid Kaag,2022-09-14,Den Haag,,Gesprek,/actueel/agenda/2022/09/14/regulier-overleg-raad-van-state
"Interdepartementale heidag met VNO-NCW, IPO en UvW",Rob Jetten,2022-09-14,Den Haag,"Interdepartementale heidag met vertegenwoordigers van VNO-NCW, IPO en UvW over de uitvoering van het klimaat- en energiebeleid de ...",Bestuurlijk overleg,/actueel/agenda/2022/09/14/interdepartementale-heidag-met-vertegenwoordigers-van-vno-ncw-ipo-en-uvw
Gesprek met jongeren en ouderenorganisaties,Carola Schouten,2022-09-14,Den Haag,,Gesprek,/actueel/agenda/2022/09/14/gesprek-met-jongeren-en-ouderenorganisaties
Bestuurlijk overleg over wettelijke taak gemeenten asielopvang,"Hanke Bruins Slot, Hugo de Jonge",2022-09-14,Via communicatietechnologie,"Ministers Bruins Slot, Yeşilgöz-Zegerius, De Jonge nemen deel aan een bestuurlijk overleg, samen met  VNG en IPO en het COA over ...",Bestuurlijk overleg,/actueel/agenda/2022/09/14/bestuurlijk-overleg-over-wettelijke-taak-gemeenten-ikv-asielopvang
Gesprek met Extinction Rebellion,Marnix van Rij,2022-09-14,Den Haag,,Gesprek,/actueel/agenda/2022/09/14/gesprek-met-extinction-rebellion
Overleg WTP met Kamerleden Maatoug en Nijboer,Carola Schouten,2022-09-14,Tweede Kamer,Minister Schouten neemt deel aan een overleg over de Wet Toekomst Pensioenen met Kamerleden Maatoug en Nijboer.,Gesprek,/actueel/agenda/2022/09/14/overleg-wtp-met-kamerleden-maatoug-en-nijboer
Bestuurlijk overleg bestuurscollege van Bonaire,Alexandra van Huffelen,2022-09-14,Via communicatietechnologie,Staatssecretaris Van Huffelen heeft een regulier bestuurlijk overleg met het bestuurscollege van Bonaire over lopende zaken.,Bestuurlijk overleg,/actueel/agenda/2022/09/14/bestuurlijk-overleg-bestuurscollege-van-bonaire
Werkbezoek Denemarken,Wopke Hoekstra,2022-09-14,Denemarken,Minister Hoekstra brengt een bezoek aan Denemarken en spreekt daar met de minister van Buitenlandse Zaken Jeppe Kofod.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-denemarken
Werkbezoek Informatiepunt Digitale Overheid,Alexandra van Huffelen,2022-09-14,Rotterdam,Staatssecretaris Van Huffelen brengt een werkbezoek aan een Informatiepunt Digitale Overheid en spreekt met mensen over digitale ...,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-informatiepunt-digitale-overheid
Tweeminutendebat resultaten van de uitvoering van instellingsaccreditatie,Robbert Dijkgraaf,2022-09-14,Den Haag,Minister Dijkgraaf neemt deel aan het tweeminutendebat over de resultaten van de uitvoering van instellingsaccreditatie in de ...,Kamervergadering,/actueel/agenda/2022/09/14/tweeminutendebat-resultaten-van-de-uitvoering-van-instellingsaccreditatie
Gesprek met de branchevereniging Nederlandse Brouwers,Marnix van Rij,2022-09-14,Den Haag,,Gesprek,/actueel/agenda/2022/09/14/gesprek-met-de-branchevereniging-nederlandse-brouwers
Werkbezoek Noorwegen,Wopke Hoekstra,2022-09-14,Noorwegen,Minister Hoekstra brengt een bezoek aan Noorwegen en spreekt daar met de minister van Buitenlandse Zaken Anniken Huitfeldt.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-noorwegen
Werkbezoek Bodegraven/Reeuwijk,Hanke Bruins Slot,2022-09-14,Bodegraven/Reeuwijk,Minister Bruins Slot brengt een bezoek aan Bodegraven/Reeuwijk ikv burgerparticipatie.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-bodegraven-reeuwijk
Werkbezoek koopkrachtdaling,Mark Rutte,2022-09-14,Den Haag,Minister-president Rutte brengt samen met minister Adriaansens (EZK) een bezoek aan een bakkerij.,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-koopkrachtdaling
Commissiedebat Online veiligheid en cybersecurity,Dilan Yeşilgöz-Zegerius,2022-09-14,Den Haag,Minister Yeşilgöz-Zegerius gaat in debat met de Tweede Kamer over online veiligheid en cybersecurity.,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-online-veiligheid-en-cybersecurity
Bestuurlijk overleg bestuurscollege van Sint Eustasius,Alexandra van Huffelen,2022-09-14,Via communicatietechnologie,Staatssecretaris Van Huffelen heeft een regulier bestuurlijk overleg met het bestuurscollege van Sint Eustasius over lopende ...,Bestuurlijk overleg,/actueel/agenda/2022/09/14/bestuurlijk-overleg-bestuurscollege-van-sint-eustasius
Werkbezoek met stakeholders over versterkingsoperatie,Hans Vijlbrief,2022-09-14,Loppersum,Staatssecretaris Vijlbrief (Mijnbouw) legt een werkbezoek af en heeft diverse gesprekken met stakeholders (o.a. ...,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-met-stakeholders-over-versterkingsoperatie
"Ontvangst Jan Versteeg, nieuwe Nederlandse ambassadeur in Parijs",Mark Rutte,2022-09-14,Den Haag,,Ontvangst,/actueel/agenda/2022/09/14/ontvangst-jan-versteeg-nieuwe-nederlandse-ambassadeur-in-parijs
Aanbieding advies nationale commissie sectorplannen,Robbert Dijkgraaf,2022-09-14,Den Haag,Minister Dijkgraaf krijgt het advies van de nationale commissie sectorplannen aangeboden.,Werkbezoek,/actueel/agenda/2022/09/14/aanbieding-advies-nationale-commissie-sectorplannen
Tweeminutendebat beleidsbrief hoger onderwijs en wetenschap,Robbert Dijkgraaf,2022-09-14,Den Haag,Minister Dijkgraaf neemt deel aan het tweeminutendebat over de beleidsbrief hoger onderwijs en wetenschap in de Tweede Kamer.,Kamervergadering,/actueel/agenda/2022/09/14/tweeminutendebat-beleidsbrief-hoger-onderwijs-en-wetenschap
Bezoek aan Lekker Brood Bakery Bistro,Micky Adriaansens,2022-09-14,Leiden,,Werkbezoek,/actueel/agenda/2022/09/14/bezoek-aan-lekker-brood-bakery-bistro
Opening Academisch jaar bij de Academie voor Wetgeving,Franc Weerwind,2022-09-14,Den Haag,Minister Weerwind spreekt tijden de opening van het Academisch jaar bij de Academie voor Wetgeving.,Evenement,/actueel/agenda/2022/09/14/opening-academisch-jaar-bij-de-academie-voor-wetgeving
Bewindsliedenoverleg over Defensiestrategie,Micky Adriaansens,2022-09-14,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/14/bewindsliedenoverleg-over-defensiestrategie
Gesprekken minister Dijkgraaf,Robbert Dijkgraaf,2022-09-14,Den Haag,Minister Dijkgraaf spreekt met: de adjunct-secretaris-generaal van de Benelux Unie (kennismaking) de beoogde kwartiermakers voor ...,Gesprek,/actueel/agenda/2022/09/14/gesprekken-minister-dijkgraaf
Prinsjescollege en in ontvangst name Kindertroonrede,Sigrid Kaag,2022-09-14,"Segbroek College, Den Haag",Minister Kaag geeft een gastles over Prinsjesdag en de inkomsten en uitgaven. Aansluitend neemt zij de Kindertroonrede in ...,Evenement,/actueel/agenda/2022/09/14/prinsjescollege-en-in-ontvangst-name-kindertroonrede
G20 ministersbijeenkomst,Karien van Gennip,2022-09-14,Bali (Indonesië),,Internationale bijeenkomst,/actueel/agenda/2022/09/14/g20-ministersbijeenkomst
Bestuurlijk Overleg Water,Mark Harbers,2022-09-14,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2022/09/14/bo-water
Gesprek met voorzitter commissie Binnenlandse afstand en adoptie,Franc Weerwind,2022-09-14,Den Haag,"Minister Weerwind spreekt met Micha de Winter, voorzitter commissie Binnenlandse afstand en adoptie.",Gesprek,/actueel/agenda/2022/09/14/gesprek-met-voorzitter-commissie-binnenlandse-afstand-en-adoptie
Gesprek met vertegenwoordigers van Extinction Rebellion,Rob Jetten,2022-09-14,Den Haag,Minister Jetten (Klimaat en Energie) spreekt met vertegenwoordigers van Extinction Rebellion over de aanpak van de ...,Gesprek,/actueel/agenda/2022/09/14/gesprek-met-vertegenwoordigers-van-extinction-rebellion
Commissiedebat Brede Welvaart in de begrotingsystematiek,Sigrid Kaag,2022-09-14,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-brede-welvaart
Werkbezoek Delft,Mark Harbers,2022-09-14,Delft,Bezoek aan IHE Delft Institute for Water Education,Werkbezoek,/actueel/agenda/2022/09/14/werkbezoek-delft
Tweeminutendebat kennisveiligheid Nederlandse kennisinstellingen,Robbert Dijkgraaf,2022-09-14,Tweede Kamer,Minister Dijkgraaf neemt deel aan het tweeminutendebat over kennisveiligheid van Nederlandse kennisinstellingen in de Tweede ...,Kamervergadering,/actueel/agenda/2022/09/14/tweeminutendebat-kennisveiligheid-nederlandse-kennisinstellingen
Commissiedebat functioneren Rijksdienst,Hanke Bruins Slot,2022-09-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/09/14/commissiedebat-functioneren-rijksdienst
Openen iBestuurcongres,Alexandra van Huffelen,2022-09-14,Den Haag,Staatssecretaris Van Huffelen opent het iBestuurcongres.,Evenement,/actueel/agenda/2022/09/14/openen-ibestuurcongres
Bestuurlijk overleg bestuurscollege van Saba,Alexandra van Huffelen,2022-09-14,Via communicatietechnologie,Staatssecretaris Van Huffelen heeft een regulier bestuurlijk overleg met het bestuurscollege van Saba over lopende zaken.,Bestuurlijk overleg,/actueel/agenda/2022/09/14/bestuurlijk-overleg-bestuurscollege-van-saba
